Name,Passing,Vision,Crossing,Short_Pass,Long_Pass,Curve,Volleys
Mauricio Casierra,45.666666666666664,36.0,73.0,56.0,54.0,27.0,28.0
Éver Cantero,46.333333333333336,55.0,31.0,61.0,47.0,31.0,53.0
Camilo Saiz,37.666666666666664,36.0,24.0,61.0,50.0,27.0,28.0
Johan Mojica,62.833333333333336,61.0,73.0,69.0,59.0,72.0,43.0
Víctor Giraldo,61.333333333333336,62.0,67.0,65.0,63.0,65.0,46.0
Diego Peralta,47.666666666666664,41.0,39.0,51.0,48.0,44.0,63.0
Pylyp Budkivskyi,51.166666666666664,43.0,32.0,59.0,45.0,63.0,65.0
Simeon Slavchev,56.333333333333336,59.0,43.0,72.0,69.0,63.0,32.0
Cristián Suárez,49.666666666666664,35.0,62.0,64.0,63.0,39.0,35.0
Ronwen Williams,22.333333333333332,19.0,19.0,32.0,34.0,15.0,15.0
Isaiah Brown,62.666666666666664,68.0,62.0,67.0,66.0,57.0,56.0
Eduardo López,63.666666666666664,69.0,60.0,66.0,65.0,69.0,53.0
Luis Ojeda,22.833333333333332,37.0,15.0,29.0,27.0,15.0,14.0
Steeven Willems,55.0,48.0,63.0,63.0,60.0,69.0,27.0
Mu Kanazaki,69.0,69.0,66.0,74.0,59.0,71.0,75.0
Kekuta Manneh,56.833333333333336,63.0,57.0,60.0,50.0,54.0,57.0
Vinícius Araújo,54.666666666666664,58.0,44.0,67.0,48.0,53.0,58.0
Sebastián Palacios,62.166666666666664,62.0,62.0,65.0,60.0,62.0,62.0
Wil Trapp,62.0,57.0,47.0,77.0,79.0,59.0,53.0
Andrés Rentería,62.0,55.0,65.0,62.0,51.0,72.0,67.0
Jonas Meffert,59.0,64.0,54.0,72.0,68.0,50.0,46.0
Issiaga Sylla,66.66666666666667,66.0,69.0,70.0,62.0,68.0,65.0
Brandon Thomas,60.333333333333336,67.0,58.0,56.0,55.0,63.0,63.0
Sebastian Kerk,69.5,69.0,76.0,69.0,63.0,77.0,63.0
Jamie Maclaren,61.5,63.0,57.0,63.0,57.0,66.0,63.0
Alexander Djiku,50.833333333333336,35.0,66.0,61.0,54.0,54.0,35.0
Sebastián Rincón,59.5,72.0,61.0,59.0,58.0,46.0,61.0
Nikola Ninković,65.33333333333333,72.0,56.0,70.0,63.0,64.0,67.0
Michael Heylen,48.833333333333336,56.0,46.0,65.0,64.0,32.0,30.0
Mustafa Al Bassas,62.0,58.0,65.0,63.0,64.0,66.0,56.0
Tobias Schröck,64.0,69.0,57.0,73.0,67.0,47.0,71.0
Quirin Moll,59.833333333333336,71.0,51.0,71.0,68.0,62.0,36.0
Kevin Akpoguma,46.666666666666664,38.0,59.0,59.0,58.0,31.0,35.0
Neal Maupay,61.0,62.0,63.0,64.0,57.0,61.0,59.0
Robert Leipertz,62.0,64.0,66.0,67.0,53.0,63.0,59.0
Pierluigi Gollini,22.666666666666668,30.0,17.0,31.0,25.0,13.0,20.0
Reece James,52.166666666666664,45.0,65.0,65.0,53.0,45.0,40.0
John Swift,66.83333333333333,71.0,68.0,72.0,67.0,66.0,57.0
Luiz Phellype,53.5,48.0,62.0,56.0,36.0,59.0,60.0
Rudy Cardozo,61.166666666666664,70.0,68.0,68.0,66.0,53.0,42.0
Mauro Goicoechea,21.333333333333332,27.0,18.0,26.0,23.0,18.0,16.0
Moryke Fofana,61.666666666666664,64.0,62.0,59.0,53.0,63.0,69.0
Lisandro Magallán,42.666666666666664,36.0,44.0,60.0,53.0,34.0,29.0
Corentin Jean,63.833333333333336,62.0,57.0,67.0,61.0,63.0,73.0
Arnór Ingvi Traustason,67.33333333333333,62.0,72.0,67.0,62.0,71.0,70.0
Opa N'Guette,60.5,56.0,65.0,68.0,60.0,59.0,55.0
Kenan Kodro,60.166666666666664,65.0,64.0,63.0,59.0,44.0,66.0
Giorgos Koutroubis,44.5,42.0,40.0,65.0,58.0,28.0,34.0
Pablo Valcarce,58.5,68.0,65.0,62.0,60.0,62.0,34.0
Federico Ceccherini,26.333333333333332,13.0,15.0,58.0,45.0,13.0,14.0
Julián Velázquez,43.666666666666664,48.0,44.0,50.0,48.0,36.0,36.0
Leonardo Capezzi,65.33333333333333,71.0,63.0,76.0,72.0,69.0,41.0
Fran Sol,50.166666666666664,49.0,37.0,56.0,44.0,58.0,57.0
Alberto Brignoli,23.166666666666668,38.0,17.0,26.0,22.0,17.0,19.0
Ibrahima Mbaye,60.0,50.0,68.0,64.0,60.0,68.0,50.0
Thomas Pledl,63.666666666666664,65.0,63.0,70.0,66.0,68.0,50.0
Jairo Palomino,53.5,66.0,46.0,71.0,64.0,39.0,35.0
Tomasz Kędziora,60.166666666666664,61.0,71.0,68.0,64.0,58.0,39.0
Gergő Lovrencsics,63.5,64.0,68.0,65.0,59.0,67.0,58.0
Johannes Wurtz,59.833333333333336,67.0,56.0,69.0,56.0,49.0,62.0
Waleed Bakhashwain,50.0,55.0,43.0,68.0,63.0,45.0,26.0
Yroundu Musavu-King,43.166666666666664,29.0,47.0,59.0,57.0,33.0,34.0
Julian Jeanvier,43.5,37.0,39.0,65.0,46.0,44.0,30.0
Ayanda Gcaba,57.333333333333336,50.0,66.0,68.0,63.0,56.0,41.0
Andrés Cadavid,42.5,30.0,36.0,58.0,55.0,45.0,31.0
Barrie McKay,60.666666666666664,71.0,62.0,70.0,65.0,53.0,43.0
Stefano Magnasco,51.333333333333336,47.0,72.0,68.0,58.0,39.0,24.0
Mattheus Oliveira,67.0,68.0,65.0,70.0,68.0,68.0,63.0
Bruninho,62.166666666666664,67.0,58.0,68.0,62.0,68.0,50.0
Rodéric Filippi,39.0,29.0,34.0,58.0,63.0,31.0,19.0
Bart van Hintum,67.16666666666667,56.0,78.0,68.0,63.0,78.0,60.0
Bram van Polen,51.166666666666664,45.0,55.0,65.0,69.0,42.0,31.0
Nicolas Saint-Ruf,42.333333333333336,29.0,58.0,59.0,55.0,30.0,23.0
Simon Hedlund,61.833333333333336,60.0,64.0,65.0,53.0,69.0,60.0
Abdulmajeed Al Ruwaili,71.0,72.0,70.0,76.0,72.0,73.0,63.0
Joel Silva,22.166666666666668,32.0,19.0,32.0,21.0,15.0,14.0
Mandé Sayouba,27.333333333333332,55.0,18.0,30.0,25.0,16.0,20.0
Ahmad Hassan Assiri,36.333333333333336,48.0,35.0,51.0,43.0,16.0,25.0
Hussain Omar Sulaimani,65.83333333333333,69.0,73.0,70.0,71.0,69.0,43.0
Mickey van der Hart,24.333333333333332,45.0,20.0,25.0,26.0,12.0,18.0
Cosmin Matei,63.166666666666664,66.0,67.0,63.0,55.0,68.0,60.0
Enrico Valentini,61.0,51.0,72.0,68.0,59.0,67.0,49.0
Rubén Sobrino,58.333333333333336,54.0,55.0,64.0,47.0,71.0,59.0
Axel Ngando,68.83333333333333,70.0,68.0,70.0,63.0,74.0,68.0
Rafidine Abdullah,58.5,58.0,61.0,73.0,67.0,49.0,43.0
Pierre-Yves Polomat,54.833333333333336,57.0,69.0,65.0,59.0,47.0,32.0
Thomas Eisfeld,65.66666666666667,72.0,59.0,75.0,71.0,65.0,52.0
Abel Camará,59.666666666666664,60.0,68.0,60.0,51.0,65.0,54.0
Brian Behrendt,50.0,49.0,43.0,69.0,69.0,36.0,34.0
Steeve Yago,52.833333333333336,44.0,69.0,63.0,57.0,45.0,39.0
Mike Havenaar,53.0,65.0,38.0,58.0,52.0,43.0,62.0
Giannis Gianniotas,65.83333333333333,64.0,69.0,68.0,67.0,69.0,58.0
Digão,51.0,35.0,68.0,69.0,58.0,42.0,34.0
Mohamed Yattara,56.166666666666664,59.0,51.0,67.0,49.0,54.0,57.0
Adam Webster,45.166666666666664,39.0,44.0,67.0,67.0,27.0,27.0
Jere Uronen,66.0,62.0,73.0,67.0,66.0,74.0,54.0
Tadanari Lee,50.333333333333336,63.0,35.0,61.0,36.0,42.0,65.0
Mario Sampirisi,57.5,46.0,73.0,65.0,62.0,57.0,42.0
Jamie Walker,61.166666666666664,65.0,61.0,66.0,62.0,60.0,53.0
Yunis Abdelhamid,37.833333333333336,32.0,28.0,58.0,55.0,34.0,20.0
Joseph Lopy,55.0,61.0,51.0,67.0,68.0,46.0,37.0
Yussif Raman Chibsah,59.166666666666664,62.0,59.0,72.0,68.0,50.0,44.0
Bryan Verboom,58.5,58.0,68.0,64.0,61.0,60.0,40.0
Vieux Yakhya Sané,48.0,49.0,43.0,66.0,61.0,34.0,35.0
Nicolaj Thomsen,65.5,73.0,70.0,75.0,73.0,63.0,39.0
Nathaniel Chalobah,56.5,72.0,42.0,75.0,70.0,51.0,29.0
Alexander Ring,66.83333333333333,63.0,63.0,71.0,68.0,70.0,66.0
Ryan Woods,65.0,67.0,62.0,73.0,68.0,63.0,57.0
Ousmane Dramé,58.5,61.0,59.0,68.0,48.0,55.0,60.0
Raffaele Pucino,52.5,35.0,66.0,66.0,62.0,45.0,41.0
Luís Martins,68.83333333333333,54.0,78.0,75.0,75.0,72.0,59.0
Nouha Dicko,58.333333333333336,60.0,60.0,59.0,51.0,55.0,65.0
Luka Krajnc,49.5,22.0,65.0,64.0,61.0,48.0,37.0
Yohan Croizet,65.33333333333333,64.0,69.0,67.0,64.0,66.0,62.0
André Micael,36.5,31.0,34.0,53.0,39.0,30.0,32.0
Michael Krmenčík,55.333333333333336,61.0,53.0,62.0,43.0,54.0,59.0
Martin Pušić,59.833333333333336,55.0,54.0,62.0,55.0,63.0,70.0
Benedikt Röcker,37.333333333333336,39.0,32.0,58.0,45.0,24.0,26.0
Kemar Roofe,64.0,67.0,64.0,63.0,60.0,69.0,61.0
Massimo Luongo,59.0,70.0,51.0,72.0,67.0,48.0,46.0
David Ferreiro,65.33333333333333,62.0,71.0,65.0,67.0,81.0,46.0
Cristian Ramírez,54.0,48.0,71.0,61.0,55.0,48.0,41.0
Paulo Gazzaniga,34.666666666666664,52.0,15.0,30.0,50.0,53.0,8.0
Guillermo,60.0,58.0,58.0,66.0,51.0,65.0,62.0
Ruíz de Galarreta,64.33333333333333,72.0,53.0,80.0,73.0,49.0,59.0
Diego Oliveira,61.666666666666664,66.0,60.0,68.0,56.0,58.0,62.0
Ricardo Dias,54.0,59.0,47.0,69.0,65.0,45.0,39.0
Moritz Bauer,57.5,53.0,72.0,65.0,63.0,60.0,32.0
Todd Kane,49.833333333333336,39.0,68.0,62.0,55.0,41.0,34.0
Duvier Riascos,60.833333333333336,60.0,59.0,66.0,56.0,61.0,63.0
Vadillo,59.666666666666664,52.0,66.0,67.0,58.0,67.0,48.0
Nildo Petrolina,65.16666666666667,65.0,62.0,67.0,65.0,71.0,61.0
Grant Hall,40.5,45.0,27.0,61.0,52.0,30.0,28.0
Joãozinho,60.833333333333336,64.0,74.0,64.0,69.0,57.0,37.0
Afonso Taira,58.5,65.0,44.0,71.0,70.0,67.0,34.0
Rafael Lopes,49.333333333333336,51.0,48.0,53.0,36.0,41.0,67.0
Davy Roef,28.5,41.0,11.0,48.0,46.0,11.0,14.0
Cuco Martina,59.166666666666664,59.0,70.0,62.0,60.0,60.0,44.0
Patrick Bauer,48.166666666666664,40.0,46.0,60.0,62.0,39.0,42.0
Lobato,64.16666666666667,67.0,71.0,70.0,68.0,60.0,49.0
Dani Nieto,60.5,60.0,67.0,65.0,55.0,77.0,39.0
Bouna Sarr,59.666666666666664,60.0,67.0,70.0,58.0,57.0,46.0
Jakub Kosecki,57.833333333333336,56.0,60.0,61.0,43.0,65.0,62.0
Bernardo Cruz,41.333333333333336,42.0,26.0,64.0,57.0,41.0,18.0
Fede Vico,65.66666666666667,73.0,68.0,69.0,67.0,70.0,47.0
Florian Raspentino,64.83333333333333,64.0,69.0,69.0,56.0,65.0,66.0
Zinho Gano,51.0,52.0,53.0,57.0,37.0,46.0,61.0
Sékou Sanogo,59.666666666666664,69.0,47.0,72.0,73.0,53.0,44.0
Gerard Badía,68.0,67.0,67.0,66.0,65.0,79.0,64.0
Yoann Touzghar,53.833333333333336,44.0,51.0,62.0,57.0,40.0,69.0
Felipe Seymour,66.0,67.0,66.0,72.0,69.0,60.0,62.0
Fernando Meneses,65.0,63.0,68.0,67.0,65.0,58.0,69.0
Ahmad Benali,65.5,74.0,59.0,73.0,71.0,58.0,58.0
Kijera,66.33333333333333,63.0,81.0,68.0,72.0,79.0,35.0
Irureta,28.0,42.0,18.0,32.0,27.0,24.0,25.0
George Maluleka,69.16666666666667,63.0,71.0,77.0,70.0,68.0,66.0
Quentin Martinus,64.83333333333333,66.0,70.0,66.0,64.0,62.0,61.0
Stuart Dallas,63.5,66.0,69.0,68.0,60.0,57.0,61.0
Sammy Ameobi,62.166666666666664,60.0,64.0,66.0,61.0,60.0,62.0
Alhassane Bangoura,58.5,61.0,67.0,65.0,59.0,41.0,58.0
Tommie Hoban,53.166666666666664,49.0,53.0,63.0,55.0,47.0,52.0
Anouar Kali,71.83333333333333,72.0,77.0,75.0,76.0,73.0,58.0
Andrey Galabinov,57.5,52.0,50.0,65.0,50.0,64.0,64.0
Nenê Bonilha,68.16666666666667,74.0,63.0,70.0,73.0,68.0,61.0
Marcel Franke,37.0,34.0,35.0,58.0,48.0,23.0,24.0
Lee Jong Ho,60.833333333333336,67.0,52.0,62.0,63.0,58.0,63.0
Sin Jin Ho,67.66666666666667,73.0,70.0,75.0,67.0,70.0,51.0
David Mitov Nilsson,29.166666666666668,52.0,14.0,37.0,39.0,13.0,20.0
Christoffer Nyman,57.166666666666664,66.0,51.0,64.0,45.0,54.0,63.0
Cornel Râpă,59.0,60.0,70.0,59.0,58.0,48.0,59.0
Lloyd Palun,57.166666666666664,57.0,69.0,67.0,59.0,41.0,50.0
Josh Risdon,52.166666666666664,43.0,66.0,61.0,57.0,56.0,30.0
Daryl Horgan,61.333333333333336,63.0,70.0,58.0,56.0,67.0,54.0
Nadson,49.0,52.0,43.0,70.0,65.0,32.0,32.0
Igor Coronado,60.333333333333336,68.0,61.0,68.0,66.0,53.0,46.0
Esmael,59.166666666666664,57.0,59.0,64.0,54.0,61.0,60.0
Apostolos Vellios,57.333333333333336,61.0,36.0,65.0,54.0,63.0,65.0
Giorgi Chanturia,62.166666666666664,56.0,60.0,65.0,55.0,68.0,69.0
Navarone Foor,66.16666666666667,68.0,66.0,70.0,55.0,75.0,63.0
Patric,57.666666666666664,53.0,43.0,66.0,57.0,59.0,68.0
Ernest Asante,58.833333333333336,65.0,63.0,65.0,53.0,47.0,60.0
Park Gi Dong,54.666666666666664,57.0,40.0,66.0,44.0,57.0,64.0
Muralha,63.333333333333336,60.0,64.0,71.0,66.0,61.0,58.0
Perry Kitchen,56.5,54.0,46.0,69.0,66.0,54.0,50.0
Fabian Bordagaray,61.666666666666664,61.0,65.0,63.0,62.0,61.0,58.0
Abdul Khalili,67.66666666666667,70.0,63.0,72.0,68.0,70.0,63.0
Emil Bergström,35.166666666666664,24.0,34.0,52.0,53.0,27.0,21.0
Loïck Landre,42.666666666666664,49.0,35.0,65.0,52.0,33.0,22.0
Akihiro Ienaga,63.833333333333336,64.0,64.0,63.0,58.0,69.0,65.0
Mats Møller Dæhli,63.333333333333336,67.0,62.0,71.0,64.0,62.0,54.0
Noë Dussenne,45.166666666666664,40.0,41.0,57.0,49.0,28.0,56.0
César Quintero,61.0,71.0,72.0,63.0,60.0,46.0,54.0
Mihály Korhut,49.0,52.0,70.0,54.0,53.0,41.0,24.0
Denys Kulakov,67.33333333333333,72.0,67.0,76.0,74.0,68.0,47.0
Matt Doherty,61.0,63.0,67.0,69.0,67.0,55.0,45.0
Fernández,52.0,43.0,68.0,62.0,55.0,59.0,25.0
Kenny McLean,63.333333333333336,68.0,54.0,70.0,69.0,63.0,56.0
Liam Boyce,50.833333333333336,60.0,43.0,61.0,28.0,58.0,55.0
Michal Ďuriš,60.833333333333336,62.0,66.0,63.0,48.0,59.0,67.0
Michał Kucharczyk,59.666666666666664,64.0,68.0,65.0,46.0,55.0,60.0
Elvis Manu,58.5,46.0,67.0,62.0,44.0,65.0,67.0
Sven Schipplock,58.166666666666664,58.0,62.0,66.0,40.0,53.0,70.0
Jordan Obita,68.33333333333333,65.0,73.0,67.0,69.0,76.0,60.0
Mejías,22.166666666666668,33.0,13.0,27.0,34.0,20.0,6.0
Soner Aydoğdu,68.33333333333333,68.0,64.0,68.0,67.0,79.0,64.0
Steven Skrzybski,62.0,63.0,63.0,66.0,47.0,69.0,64.0
Igor Portnyagin,50.833333333333336,58.0,34.0,57.0,50.0,48.0,58.0
Michał Żyro,64.5,67.0,69.0,62.0,54.0,69.0,66.0
Tendayi Darikwa,53.333333333333336,60.0,64.0,62.0,46.0,49.0,39.0
Youness Mokhtar,65.16666666666667,68.0,63.0,69.0,64.0,72.0,55.0
Nicolai Larsen,26.5,48.0,12.0,44.0,27.0,16.0,12.0
Roly Bonevacia,63.0,68.0,56.0,70.0,66.0,64.0,54.0
Johan Kappelhof,53.5,65.0,56.0,67.0,57.0,43.0,33.0
Colin Coosemans,27.666666666666668,44.0,13.0,38.0,37.0,17.0,17.0
Danilo,64.5,65.0,69.0,68.0,62.0,62.0,61.0
Waldemar Sobota,60.5,63.0,63.0,64.0,57.0,54.0,62.0
Sebastian Neumann,38.833333333333336,45.0,38.0,57.0,40.0,32.0,21.0
Marcin Kamiński,57.333333333333336,53.0,55.0,69.0,71.0,52.0,44.0
Rilwan Hassan,61.666666666666664,62.0,66.0,66.0,60.0,58.0,58.0
Hiram Mier,50.666666666666664,56.0,49.0,63.0,61.0,41.0,34.0
Ezequiel Cirigliano,63.166666666666664,70.0,57.0,63.0,71.0,60.0,58.0
Jerson Cabral,61.333333333333336,48.0,68.0,56.0,52.0,75.0,69.0
Connor Goldson,42.833333333333336,50.0,36.0,66.0,63.0,22.0,20.0
Jordi Masip,27.0,55.0,14.0,34.0,27.0,13.0,19.0
Alexandre Letellier,17.0,12.0,12.0,26.0,21.0,18.0,13.0
Konstantinos Lamprou,26.5,47.0,11.0,34.0,37.0,15.0,15.0
Miquel Nelom,66.83333333333333,69.0,72.0,64.0,72.0,66.0,58.0
Enes Sağlik,70.83333333333333,68.0,73.0,72.0,71.0,74.0,67.0
Bryan Linssen,63.5,67.0,55.0,62.0,55.0,73.0,69.0
Şamil Çinaz,56.5,55.0,47.0,68.0,69.0,53.0,47.0
Mathias Wittek,41.166666666666664,32.0,40.0,54.0,45.0,48.0,28.0
Arsen Khubulov,65.33333333333333,69.0,64.0,65.0,71.0,55.0,68.0
Ermir Lenjani,65.66666666666667,64.0,75.0,69.0,62.0,63.0,61.0
Stefan Stangl,56.5,63.0,65.0,63.0,59.0,59.0,30.0
Kim Tae Hwan,58.833333333333336,62.0,61.0,65.0,60.0,52.0,53.0
Kim Bo Kyung,70.16666666666667,70.0,69.0,75.0,70.0,73.0,64.0
Antonio Caracciolo,34.5,27.0,41.0,56.0,56.0,14.0,13.0
Luke Brattan,70.83333333333333,77.0,61.0,77.0,75.0,69.0,66.0
Anton Tinnerholm,59.833333333333336,65.0,62.0,64.0,63.0,62.0,43.0
Viktor Prodell,49.333333333333336,57.0,40.0,52.0,38.0,45.0,64.0
Jonathan Mensah,45.666666666666664,50.0,41.0,53.0,37.0,38.0,55.0
Tyronne,58.833333333333336,61.0,71.0,68.0,55.0,62.0,36.0
Simone Benedetti,33.0,31.0,31.0,46.0,46.0,21.0,23.0
Jan Hochscheidt,67.66666666666667,67.0,65.0,70.0,68.0,74.0,62.0
Aday Benítez,60.0,53.0,66.0,71.0,62.0,65.0,43.0
Vinícius,61.333333333333336,59.0,66.0,68.0,58.0,50.0,67.0
Kévin Bérigaud,68.0,68.0,69.0,68.0,66.0,61.0,76.0
Romain Amalfitano,64.33333333333333,74.0,61.0,74.0,70.0,58.0,49.0
Jorge Zárate,60.0,67.0,60.0,68.0,60.0,55.0,50.0
Rodri,58.666666666666664,60.0,56.0,54.0,46.0,59.0,77.0
Daniel Bentley,24.333333333333332,47.0,18.0,33.0,23.0,12.0,13.0
Matěj Vydra,63.166666666666664,62.0,63.0,66.0,56.0,63.0,69.0
Tim Ream,63.5,64.0,61.0,70.0,70.0,65.0,51.0
Germán,45.5,56.0,42.0,72.0,61.0,28.0,14.0
Rodrigo Rojas,67.66666666666667,69.0,66.0,71.0,69.0,63.0,68.0
Alessandro Bernardini,42.333333333333336,47.0,36.0,53.0,40.0,37.0,41.0
Pichu Atienza,38.666666666666664,37.0,28.0,58.0,41.0,27.0,41.0
Esteban Alvarado,20.5,35.0,14.0,22.0,29.0,11.0,12.0
Dan Burn,46.833333333333336,49.0,43.0,59.0,60.0,48.0,22.0
Justin Morrow,62.166666666666664,59.0,65.0,67.0,56.0,69.0,57.0
Ivan Paurević,55.0,55.0,46.0,75.0,72.0,37.0,45.0
Hanyer Mosquera,37.0,45.0,22.0,46.0,50.0,34.0,25.0
Andrea Seculin,22.166666666666668,43.0,13.0,29.0,25.0,12.0,11.0
Gabriel Silva,68.5,59.0,73.0,75.0,72.0,73.0,59.0
Benjamin Leroy,14.0,14.0,12.0,23.0,14.0,11.0,10.0
Juan Agudelo,56.166666666666664,60.0,45.0,64.0,40.0,63.0,65.0
Emilio Izaguirre,58.666666666666664,63.0,61.0,67.0,64.0,67.0,30.0
Iñigo Pérez,68.83333333333333,67.0,71.0,80.0,76.0,70.0,49.0
Lukas Schmitz,66.16666666666667,54.0,70.0,67.0,65.0,74.0,67.0
Sam Winnall,50.833333333333336,53.0,42.0,57.0,30.0,60.0,63.0
Joao Rojas,62.166666666666664,62.0,70.0,64.0,55.0,66.0,56.0
Yaroslav Godzyur,21.5,41.0,15.0,22.0,21.0,19.0,11.0
Niccolò Giannetti,60.166666666666664,60.0,56.0,64.0,52.0,65.0,64.0
Juan Carlos,28.5,33.0,32.0,25.0,27.0,30.0,24.0
Danny Ward,62.0,63.0,63.0,62.0,61.0,60.0,63.0
Trujillo,43.0,45.0,34.0,58.0,51.0,38.0,32.0
Joris Delle,15.0,20.0,13.0,17.0,21.0,10.0,9.0
Marco Paixão,56.833333333333336,67.0,58.0,64.0,49.0,44.0,59.0
Andreas Weimann,57.0,59.0,48.0,68.0,40.0,68.0,59.0
Julian Börner,51.0,46.0,49.0,59.0,53.0,58.0,41.0
Thierry Moutinho,59.833333333333336,64.0,67.0,65.0,56.0,62.0,45.0
Jack Hunt,55.5,54.0,64.0,63.0,59.0,61.0,32.0
Pavel Yakovlev,65.16666666666667,62.0,68.0,64.0,67.0,64.0,66.0
Borja Viguera,58.333333333333336,58.0,46.0,56.0,61.0,70.0,59.0
Pedro Trigueira,19.833333333333332,31.0,15.0,20.0,23.0,16.0,14.0
Thorsten Schick,66.16666666666667,59.0,73.0,68.0,65.0,69.0,63.0
Kelvin Leerdam,63.5,65.0,66.0,71.0,65.0,61.0,53.0
Morcillo,48.166666666666664,47.0,63.0,62.0,66.0,34.0,17.0
Florin Bérenguer,65.16666666666667,70.0,65.0,69.0,66.0,64.0,57.0
Javi Lara,74.5,73.0,81.0,74.0,80.0,82.0,57.0
Nicolás Colazo,66.33333333333333,69.0,72.0,67.0,67.0,77.0,46.0
Galán,58.333333333333336,33.0,75.0,55.0,59.0,69.0,59.0
Karl Darlow,23.666666666666668,36.0,12.0,32.0,28.0,19.0,15.0
Ashley Richards,57.0,50.0,68.0,69.0,66.0,53.0,36.0
Chris Mavinga,56.0,59.0,70.0,70.0,65.0,42.0,30.0
Christopher Trimmel,63.166666666666664,65.0,73.0,67.0,61.0,57.0,56.0
Scott Malone,55.833333333333336,55.0,67.0,64.0,64.0,40.0,45.0
Jop van der Linden,64.0,59.0,77.0,60.0,62.0,84.0,42.0
Roderick,48.333333333333336,37.0,50.0,61.0,57.0,42.0,43.0
Patrick Schönfeld,64.33333333333333,70.0,61.0,70.0,63.0,66.0,56.0
Carlos David,42.333333333333336,48.0,27.0,57.0,55.0,27.0,40.0
Grzegorz Kuświk,59.333333333333336,48.0,60.0,70.0,62.0,55.0,61.0
Luis Miguel Rodríguez,68.83333333333333,71.0,66.0,71.0,69.0,70.0,66.0
Tongo Doumbia,65.0,67.0,72.0,63.0,59.0,62.0,67.0
Edgar Prib,69.33333333333333,70.0,73.0,72.0,67.0,71.0,63.0
Sebastian Polter,51.833333333333336,50.0,52.0,54.0,48.0,45.0,62.0
Gaëtan Charbonnier,62.5,73.0,52.0,74.0,53.0,57.0,66.0
Dany Nounkeu,49.0,43.0,51.0,59.0,60.0,54.0,27.0
Timo Perthel,64.83333333333333,60.0,74.0,66.0,59.0,70.0,60.0
Maxime Barthelmé,63.666666666666664,71.0,67.0,73.0,64.0,65.0,42.0
Héctor Rodas,45.333333333333336,33.0,47.0,58.0,55.0,37.0,42.0
Lennart Thy,61.166666666666664,62.0,63.0,66.0,46.0,65.0,65.0
Reinhold Yabo,59.5,73.0,58.0,66.0,64.0,42.0,54.0
Romaine Sawyers,66.16666666666667,74.0,54.0,72.0,68.0,67.0,62.0
Christopher Buchtmann,68.33333333333333,68.0,71.0,71.0,72.0,72.0,56.0
Gary Gardner,72.16666666666667,70.0,70.0,72.0,72.0,73.0,76.0
Miiko Albornoz,70.33333333333333,64.0,77.0,75.0,69.0,77.0,60.0
Adrian Stoian,66.5,58.0,69.0,67.0,61.0,77.0,67.0
Marco D'Alessandro,61.0,60.0,65.0,66.0,55.0,57.0,63.0
Luis Rodríguez,63.833333333333336,66.0,68.0,69.0,64.0,59.0,57.0
Mats Rits,68.0,73.0,67.0,72.0,71.0,67.0,58.0
Masahiko Inoha,55.166666666666664,51.0,47.0,61.0,65.0,55.0,52.0
Naif Ahmed Hazazi,60.0,58.0,59.0,67.0,50.0,60.0,66.0
Fabrice N'Sakala,61.5,68.0,70.0,70.0,65.0,55.0,41.0
Andreas Lambertz,61.0,62.0,65.0,64.0,63.0,59.0,53.0
Deni Alar,61.333333333333336,67.0,56.0,59.0,58.0,65.0,63.0
Khaleem Hyland,60.166666666666664,64.0,57.0,69.0,65.0,49.0,57.0
Abdisalam Ibrahim,64.5,70.0,59.0,71.0,69.0,55.0,63.0
Yazalde,64.83333333333333,67.0,64.0,65.0,59.0,69.0,65.0
Marco Silvestri,23.166666666666668,49.0,12.0,22.0,20.0,16.0,20.0
Jasmin Burić,21.833333333333332,45.0,11.0,23.0,24.0,13.0,15.0
Stefan Strandberg,46.166666666666664,46.0,36.0,62.0,67.0,32.0,34.0
Sandro Sirigu,58.5,57.0,69.0,66.0,57.0,53.0,49.0
Gastón Sauro,37.666666666666664,26.0,34.0,64.0,63.0,25.0,14.0
Ulises Dávila,65.83333333333333,67.0,66.0,66.0,57.0,73.0,66.0
Pedro Quiñonez,68.33333333333333,67.0,71.0,75.0,73.0,56.0,68.0
Graham Zusi,75.16666666666667,71.0,80.0,75.0,78.0,82.0,65.0
Mossa,57.333333333333336,55.0,70.0,65.0,66.0,60.0,28.0
Chris Pontius,63.333333333333336,62.0,64.0,67.0,61.0,66.0,60.0
Mateusz Cetnarski,69.0,72.0,72.0,73.0,71.0,67.0,59.0
Karim Laribi,61.0,68.0,60.0,69.0,63.0,56.0,50.0
Ruben Gabrielsen,48.5,44.0,53.0,48.0,43.0,49.0,54.0
Björn Bergmann Sigurðarson,58.5,58.0,66.0,66.0,40.0,57.0,64.0
Fredrik Semb Berge,45.0,48.0,29.0,61.0,61.0,34.0,37.0
Mario Fernández,17.166666666666668,18.0,11.0,20.0,30.0,13.0,11.0
Zargo Touré,37.333333333333336,44.0,30.0,54.0,58.0,25.0,13.0
Abdul Aziz Tetteh,60.333333333333336,65.0,46.0,67.0,63.0,71.0,50.0
Vito Wormgoor,57.166666666666664,59.0,41.0,62.0,65.0,58.0,58.0
Craig Noone,61.5,61.0,70.0,60.0,63.0,66.0,49.0
William Alves,44.833333333333336,46.0,61.0,60.0,45.0,36.0,21.0
Nikola Vujadinović,42.166666666666664,43.0,53.0,58.0,52.0,33.0,14.0
