Rating_Group,Name,Rating
Medium,Guido Milan,70
Medium,Gabriel Graciani,70
Medium,César,70
Medium,Lucas Pittinari,70
Medium,Walter Benítez,70
Medium,Ezequiel Rescaldani,70
Medium,Facundo Castillón,70
Medium,Lautaro Giannetti,70
Medium,Leandro Desábato,70
Medium,Maximiliano Urruti,70
Medium,Nicolás Aguirre,70
Medium,Guillermo Cosaro,70
Medium,Fernando Meza,70
Medium,Gerard,70
Medium,Fernando Cordero,70
Medium,Farès Bahlouli,70
Medium,Leandro Benegas,70
Medium,Ángelo Sagal,70
Medium,Franz Schultz,70
Medium,Jorge Pereyra Díaz,70
Medium,Óscar Benítez,70
Medium,Ángel Zaldívar,70
Medium,Nicolás Berardo,70
Medium,Elkin Blanco,70
Medium,Sergio López,70
Medium,Paulo Díaz,70
Medium,Mauricio Cuero,70
Medium,Sebastián Ubilla,70
Medium,Jonathan Ávila,70
Medium,Luis Carlos Ruiz,70
Medium,Christian Vilches,70
Medium,Juan Delgado,70
Medium,Claudio Baeza,70
Medium,Rafael Caroca,70
Medium,Benjamín Vidal,70
Medium,Leonardo Pico,70
Medium,Elvis Perlaza,70
Medium,Stiven Barreiro,70
Medium,Mauricio Casierra,70
Medium,Éver Cantero,70
Medium,Camilo Saiz,70
Medium,Johan Mojica,70
Medium,Víctor Giraldo,70
Medium,Diego Peralta,70
Medium,Pylyp Budkivskyi,70
Medium,Simeon Slavchev,70
Medium,Cristián Suárez,71
Medium,Ronwen Williams,70
Medium,Isaiah Brown,70
Medium,Eduardo López,70
Medium,Luis Ojeda,70
Medium,Steeven Willems,70
Medium,Mu Kanazaki,70
Medium,Kekuta Manneh,70
Medium,Vinícius Araújo,70
Medium,Sebastián Palacios,70
Medium,Wil Trapp,70
Medium,Andrés Rentería,70
Medium,Jonas Meffert,70
Medium,Issiaga Sylla,70
Medium,Brandon Thomas,70
Medium,Sebastian Kerk,70
Medium,Jamie Maclaren,70
Medium,Alexander Djiku,70
Medium,Sebastián Rincón,70
Medium,Nikola Ninković,70
Medium,Michael Heylen,70
Medium,Mustafa Al Bassas,70
Medium,Tobias Schröck,70
Medium,Quirin Moll,70
Medium,Kevin Akpoguma,70
Medium,Neal Maupay,70
Medium,Robert Leipertz,70
Medium,Pierluigi Gollini,70
Medium,Reece James,70
Medium,John Swift,70
Medium,Luiz Phellype,70
Medium,Rudy Cardozo,70
Medium,Mauro Goicoechea,70
Medium,Moryke Fofana,70
Medium,Lisandro Magallán,70
Medium,Corentin Jean,70
Medium,Arnór Ingvi Traustason,70
Medium,Opa N'Guette,70
Medium,Kenan Kodro,70
Medium,Giorgos Koutroubis,71
Medium,Pablo Valcarce,70
Medium,Federico Ceccherini,70
Medium,Julián Velázquez,70
Medium,Leonardo Capezzi,70
Medium,Fran Sol,70
Medium,Alberto Brignoli,70
Medium,Ibrahima Mbaye,70
Medium,Thomas Pledl,70
Medium,Jairo Palomino,70
Medium,Tomasz Kędziora,70
Medium,Gergő Lovrencsics,70
Medium,Johannes Wurtz,70
Medium,Waleed Bakhashwain,70
Medium,Yroundu Musavu-King,70
Medium,Julian Jeanvier,72
Medium,Ayanda Gcaba,70
Medium,Andrés Cadavid,70
Medium,Barrie McKay,70
Medium,Stefano Magnasco,70
Medium,Mattheus Oliveira,70
Medium,Bruninho,70
Medium,Rodéric Filippi,70
Medium,Bart van Hintum,70
Medium,Bram van Polen,70
Medium,Nicolas Saint-Ruf,70
Medium,Simon Hedlund,70
Medium,Abdulmajeed Al Ruwaili,70
Medium,Joel Silva,70
Medium,Mandé Sayouba,70
Medium,Ahmad Hassan Assiri,70
Medium,Hussain Omar Sulaimani,70
Medium,Mickey van der Hart,70
Medium,Cosmin Matei,69
Medium,Enrico Valentini,70
Medium,Rubén Sobrino,70
Medium,Axel Ngando,70
Medium,Rafidine Abdullah,70
Medium,Pierre-Yves Polomat,70
Medium,Thomas Eisfeld,70
Medium,Abel Camará,70
Medium,Brian Behrendt,70
Medium,Steeve Yago,70
Medium,Mike Havenaar,70
Medium,Giannis Gianniotas,70
Medium,Digão,70
Medium,Mohamed Yattara,70
Medium,Adam Webster,70
Medium,Jere Uronen,71
Medium,Tadanari Lee,70
Medium,Mario Sampirisi,70
Medium,Jamie Walker,70
Medium,Yunis Abdelhamid,70
Medium,Joseph Lopy,70
Medium,Yussif Raman Chibsah,70
Medium,Bryan Verboom,70
Medium,Vieux Yakhya Sané,70
Medium,Nicolaj Thomsen,70
Medium,Nathaniel Chalobah,71
Medium,Alexander Ring,70
Medium,Ryan Woods,70
Medium,Ousmane Dramé,70
Medium,Raffaele Pucino,70
Medium,Luís Martins,70
Medium,Nouha Dicko,70
Medium,Luka Krajnc,70
Medium,Yohan Croizet,70
Medium,André Micael,70
Medium,Michael Krmenčík,70
Medium,Martin Pušić,70
Medium,Benedikt Röcker,70
Medium,Kemar Roofe,70
Medium,Massimo Luongo,70
Medium,David Ferreiro,70
Medium,Cristian Ramírez,70
Medium,Paulo Gazzaniga,70
Medium,Guillermo,70
Medium,Ruíz de Galarreta,70
Medium,Diego Oliveira,70
Medium,Ricardo Dias,70
Medium,Moritz Bauer,70
Medium,Todd Kane,70
Medium,Duvier Riascos,70
Medium,Vadillo,70
Medium,Nildo Petrolina,70
Medium,Grant Hall,70
Medium,Joãozinho,70
Medium,Afonso Taira,70
Medium,Rafael Lopes,70
Medium,Davy Roef,70
Medium,Cuco Martina,70
Medium,Patrick Bauer,70
Medium,Lobato,70
Medium,Dani Nieto,70
Medium,Bouna Sarr,70
Medium,Jakub Kosecki,70
Medium,Bernardo Cruz,70
Medium,Fede Vico,70
Medium,Florian Raspentino,70
Medium,Zinho Gano,70
Medium,Sékou Sanogo,70
Medium,Gerard Badía,70
Medium,Yoann Touzghar,70
Medium,Felipe Seymour,70
Medium,Fernando Meneses,70
Medium,Ahmad Benali,70
Medium,Kijera,70
Medium,Irureta,70
Medium,George Maluleka,70
Medium,Quentin Martinus,70
Medium,Stuart Dallas,70
Medium,Sammy Ameobi,70
Medium,Alhassane Bangoura,70
Medium,Tommie Hoban,70
Medium,Anouar Kali,70
Medium,Andrey Galabinov,70
Medium,Nenê Bonilha,70
Medium,Marcel Franke,70
Medium,Lee Jong Ho,70
Medium,Sin Jin Ho,70
Medium,David Mitov Nilsson,70
Medium,Christoffer Nyman,70
Medium,Cornel Râpă,70
Medium,Lloyd Palun,70
Medium,Josh Risdon,70
Medium,Daryl Horgan,70
Medium,Nadson,70
Medium,Igor Coronado,70
Medium,Esmael,70
Medium,Apostolos Vellios,70
Medium,Giorgi Chanturia,70
Medium,Navarone Foor,70
Medium,Patric,70
Medium,Ernest Asante,70
Medium,Park Gi Dong,70
Medium,Muralha,70
Medium,Perry Kitchen,70
Medium,Fabian Bordagaray,70
Medium,Abdul Khalili,69
Medium,Emil Bergström,70
Medium,Loïck Landre,70
Medium,Akihiro Ienaga,70
Medium,Mats Møller Dæhli,70
Medium,Noë Dussenne,70
Medium,César Quintero,70
Medium,Mihály Korhut,70
Medium,Denys Kulakov,70
Medium,Matt Doherty,70
Medium,Fernández,70
Medium,Kenny McLean,70
Medium,Liam Boyce,70
Medium,Michal Ďuriš,70
Medium,Michał Kucharczyk,70
Medium,Elvis Manu,70
Medium,Sven Schipplock,70
Medium,Jordan Obita,70
Medium,Mejías,70
Medium,Soner Aydoğdu,70
Medium,Steven Skrzybski,70
Medium,Igor Portnyagin,70
Medium,Michał Żyro,70
Medium,Tendayi Darikwa,70
Medium,Youness Mokhtar,70
Medium,Nicolai Larsen,70
Medium,Roly Bonevacia,70
Medium,Johan Kappelhof,70
Medium,Colin Coosemans,70
Medium,Danilo,70
Medium,Waldemar Sobota,70
Medium,Sebastian Neumann,70
Medium,Marcin Kamiński,70
Medium,Rilwan Hassan,70
Medium,Hiram Mier,70
Medium,Ezequiel Cirigliano,70
Medium,Jerson Cabral,70
Medium,Connor Goldson,70
Medium,Jordi Masip,70
Medium,Alexandre Letellier,70
Medium,Konstantinos Lamprou,70
Medium,Miquel Nelom,70
Medium,Enes Sağlik,70
Medium,Bryan Linssen,70
Medium,Şamil Çinaz,70
Medium,Mathias Wittek,70
Medium,Arsen Khubulov,70
Medium,Ermir Lenjani,70
Medium,Stefan Stangl,70
Medium,Kim Tae Hwan,70
Medium,Kim Bo Kyung,70
Medium,Antonio Caracciolo,70
Medium,Luke Brattan,70
Medium,Anton Tinnerholm,70
Medium,Viktor Prodell,70
Medium,Jonathan Mensah,70
Medium,Tyronne,70
Medium,Simone Benedetti,70
Medium,Jan Hochscheidt,70
Medium,Aday Benítez,70
Medium,Vinícius,70
Medium,Kévin Bérigaud,70
Medium,Romain Amalfitano,70
Medium,Jorge Zárate,70
Medium,Rodri,70
Medium,Daniel Bentley,70
Medium,Matěj Vydra,70
Medium,Tim Ream,70
Medium,Germán,70
Medium,Rodrigo Rojas,70
Medium,Alessandro Bernardini,70
Medium,Pichu Atienza,70
Medium,Esteban Alvarado,69
Medium,Dan Burn,70
Medium,Justin Morrow,70
Medium,Ivan Paurević,70
Medium,Hanyer Mosquera,70
Medium,Andrea Seculin,70
Medium,Gabriel Silva,70
Medium,Benjamin Leroy,70
Medium,Juan Agudelo,70
Medium,Emilio Izaguirre,70
Medium,Iñigo Pérez,70
Medium,Lukas Schmitz,70
Medium,Sam Winnall,70
Medium,Joao Rojas,70
Medium,Yaroslav Godzyur,70
Medium,Niccolò Giannetti,70
Medium,Juan Carlos,70
Medium,Danny Ward,70
Medium,Trujillo,70
Medium,Joris Delle,70
Medium,Marco Paixão,70
Medium,Andreas Weimann,70
Medium,Julian Börner,70
Medium,Thierry Moutinho,70
Medium,Jack Hunt,70
Medium,Pavel Yakovlev,70
Medium,Borja Viguera,70
Medium,Pedro Trigueira,70
Medium,Thorsten Schick,70
Medium,Kelvin Leerdam,70
Medium,Morcillo,70
Medium,Florin Bérenguer,70
Medium,Javi Lara,70
Medium,Nicolás Colazo,69
Medium,Galán,70
Medium,Karl Darlow,70
Medium,Ashley Richards,70
Medium,Chris Mavinga,70
Medium,Christopher Trimmel,70
Medium,Scott Malone,70
Medium,Jop van der Linden,70
Medium,Roderick,70
Medium,Patrick Schönfeld,70
Medium,Carlos David,70
Medium,Grzegorz Kuświk,70
Medium,Luis Miguel Rodríguez,70
Medium,Tongo Doumbia,70
Medium,Edgar Prib,70
Medium,Sebastian Polter,70
Medium,Gaëtan Charbonnier,70
Medium,Dany Nounkeu,70
Medium,Timo Perthel,70
Medium,Maxime Barthelmé,70
Medium,Héctor Rodas,70
Medium,Lennart Thy,70
Medium,Reinhold Yabo,70
Medium,Romaine Sawyers,70
Medium,Christopher Buchtmann,70
Medium,Gary Gardner,70
Medium,Miiko Albornoz,70
Medium,Adrian Stoian,70
Medium,Marco D'Alessandro,70
Medium,Luis Rodríguez,70
Medium,Mats Rits,70
Medium,Masahiko Inoha,70
Medium,Naif Ahmed Hazazi,70
Medium,Fabrice N'Sakala,70
Medium,Andreas Lambertz,70
Medium,Deni Alar,70
Medium,Khaleem Hyland,70
Medium,Abdisalam Ibrahim,70
Medium,Yazalde,70
Medium,Marco Silvestri,70
Medium,Jasmin Burić,70
Medium,Stefan Strandberg,70
Medium,Sandro Sirigu,70
Medium,Gastón Sauro,70
Medium,Ulises Dávila,70
Medium,Pedro Quiñonez,70
Medium,Graham Zusi,68
Medium,Mossa,70
Medium,Chris Pontius,70
Medium,Mateusz Cetnarski,70
Medium,Karim Laribi,70
Medium,Ruben Gabrielsen,70
Medium,Björn Bergmann Sigurðarson,70
Medium,Fredrik Semb Berge,70
Medium,Mario Fernández,70
Medium,Zargo Touré,70
Medium,Abdul Aziz Tetteh,70
Medium,Vito Wormgoor,70
Medium,Craig Noone,70
Medium,William Alves,70
Medium,Nikola Vujadinović,70
Medium,Erik Falkenburg,70
Medium,Paulo Miranda,70
Medium,Korey Smith,70
Medium,Tengarrinha,70
Medium,Abdoul Sissoko,70
Medium,Bengali-Fodé Koita,70
Medium,Andrea Rispoli,70
Medium,Rasmus Jönsson,70
Medium,Simone Colombi,70
Medium,Ryan Jack,70
Medium,Aron Gunnarsson,70
Medium,Jamie Murphy,70
Medium,Sercan Sararer,70
Medium,Sandaza,70
Medium,Gaëtan Belaud,70
Medium,Samuel Geoffroy Camille,70
Medium,Derrick Katuku Tshimanga,70
Medium,Xumetra,70
Medium,Aaron Meijers,70
Medium,Andrea Catellani,70
Medium,William Rémy,70
Medium,Vincent Sasso,70
Medium,Vincent Rüfli,70
Medium,Thomas Kaminski,70
Medium,Georgios Galitsios,70
Medium,Pierrick Valdivia,70
Medium,Ante Budimir,70
Medium,Emmanuel Rivière,70
Medium,Roberto Gutiérrez,70
Medium,Felipe,70
Medium,Luis Ibáñez,69
Medium,Manu Barreiro,71
Medium,Maciej Dąbrowski,70
Medium,Diallo Guidileye,70
Medium,Marcus Olsson,70
Medium,Emir Kujović,70
Medium,Mervan Çelik,70
Medium,George Corral,70
Medium,Sergey Parshivlyuk,70
Medium,Kirill Kombarov,70
Medium,Keirrison,70
Medium,Guillermo Molins,70
Medium,Miguel Ponce,70
Medium,Oswaldo Alanís,70
Medium,Javier Cortés,70
Medium,Omar Merlo,70
Medium,Jacob Butterfield,70
Medium,Fabián Monzón,70
Medium,Anton Putsila,70
Medium,Manucho,70
Medium,Óscar Rojas,70
Medium,Gevorg Ghazaryan,70
Medium,Luke Ayling,70
Medium,Federico Macheda,70
Medium,Jordon Mutch,70
Medium,Nicklas Bärkroth,70
Medium,Vincenzo Fiorillo,70
Medium,Massimo Volta,70
Medium,Johnny Russell,70
Medium,Charles,70
Medium,Nejmeddin Daghfous,70
Medium,Jorge Villafaña,70
Medium,Go Yo Han,70
Medium,Gabriele Perico,70
Medium,Raffaele Bianco,70
Medium,Jay Emmanuel-Thomas,70
Medium,Funso Ojo,70
Medium,Nill De Pauw,70
Medium,Licá,70
Medium,Teddy Chevalier,70
Medium,Héctor Verdés,70
Medium,Alexander Grünwald,70
Medium,Robert Tesche,70
Medium,Jens Grahl,70
Medium,David Pollet,70
Medium,Georges Mandjeck,70
Medium,Anthony Weber,70
Medium,Cris,70
Medium,Shaleum Logan,70
Medium,Oier,70
Medium,Wolfgang Hesl,69
Medium,Sébastien Bruzzese,70
Medium,Thorsten Kirschbaum,70
Medium,Daniel Gordon,70
Medium,Kermit Erasmus,70
Medium,Martin Männel,70
Medium,Paulo,70
Medium,Kosta Barbarouses,70
Medium,Djamel Bakar,70
Medium,François Bellugou,70
Medium,Karim Aït-Fana,70
Medium,Alex Wilkinson,70
Medium,Sotiris Ninis,70
Medium,Larrys Mabiala,70
Medium,Jakob Johansson,70
Medium,Tarek Elrich,70
Medium,Dinei,70
Medium,Tobias Levels,70
Medium,William,70
Medium,Jermaine Beckford,70
Medium,Happy Jele,70
Medium,Brecht Capon,70
Medium,Robbie Rogers,70
Medium,Adel Taarabt,70
Medium,Nuno André Coelho,70
Medium,Robert Acquafresca,70
Medium,Luigi Vitale,70
Medium,Tamás Priskin,70
Medium,Yoni Buyens,69
Medium,Karim Matmour,70
Medium,Gabriel Obertan,70
Medium,Pär Hansson,70
Medium,Łukasz Broź,70
Medium,Bellvis,70
Medium,Julian Schuster,70
Medium,Stephan Fürstner,70
Medium,Dimitar Rangelov,70
Medium,Adam Bodzek,70
Medium,Robert Strauß,70
Medium,Antony Robic,70
Medium,Adam Rooney,70
Medium,Luis Pedro Figueroa,70
Medium,Marcus Pedersen,70
Medium,Edwin Valencia,70
Medium,Jorge Bava,70
Medium,Filipe Gonçalves,70
Medium,Pablo Escobar,70
Medium,Jung Sung Ryong,70
Medium,Tomané,70
Medium,Tom De Sutter,70
Medium,Filip Hološko,70
Medium,Didier Ovono Ebang,70
Medium,Sam Baldock,70
Medium,Rhys Williams,70
Medium,Stephen Quinn,70
Medium,Jason Pearce,70
Medium,Tom Clarke,70
Medium,Giles Barnes,70
Medium,Marco Knaller,70
Medium,Máyor,71
Medium,Manolo Reina,70
Medium,Esteban Dreer,70
Medium,Mahamadou N'Diaye,70
Medium,Lewis Grabban,70
Medium,Brett Pitman,70
Medium,Claudio Bieler,70
Medium,Baptiste Martin,70
Medium,Jonathan Pereira,70
Medium,David Fuster,70
Medium,Juan Carlos,70
Medium,Edgar Castillo,70
Medium,Nicola Belmonte,69
Medium,Francis N'Ganga,70
Medium,Yann Kermorgant,70
Medium,Scott Golbourne,70
Medium,Stephen Gleeson,70
Medium,Ben Turner,70
Medium,Jacques Maghoma,70
Medium,Jonathan Grounds,70
Medium,Lee Peltier,70
Medium,Joe Garner,70
Medium,Armand Traoré,70
Medium,Luke Freeman,70
Medium,Edgar Manucharyan,70
Medium,Hedwiges Maduro,70
Medium,Damien Perrinelle,70
Medium,Vladimir Stojković,70
Medium,Pedro Júnior,70
Medium,Matthew Connolly,70
Medium,Alexandr Ryazantsev,70
Medium,Ivan Taranov,70
Medium,Adrián Aldrete,70
Medium,Simon Vukčević,70
Medium,Yang Dong Hyen,70
Medium,Rafał Murawski,70
Medium,Didier Digard,70
Medium,Cédric Cambon,70
Medium,Florian Marange,70
Medium,Jack Hobbs,70
Medium,Sebastian Freis,70
Medium,Thomas Kristensen,70
Medium,Will Johnson,70
Medium,Andrea Coda,70
Medium,Nereo Champagne,70
Medium,Emiliano Armenteros,69
Medium,Jonathan Spector,70
Medium,Kazuhiko Chiba,70
Medium,Ghislain Gimbert,70
Medium,Emmanuel Culio,70
Medium,Marco Zambelli,70
Medium,Gerardo Rodríguez,70
Medium,Philipp Tschauner,70
Medium,William Kvist,70
Medium,Markus Steinhöfer,70
Medium,Efraín Velarde,70
Medium,Christian Giménez,70
Medium,Rasmus Lindgren,70
Medium,Marcos González,70
Medium,Antonio Nocerino,70
Medium,Edson Braafheid,70
Medium,Yuki Abe,72
Medium,Francisco Rodríguez,70
Medium,Matthew Mills,70
Medium,Stephen Henderson,70
Medium,Carl Ikeme,70
Medium,Vincent Gragnic,70
Medium,Chris Cohen,70
Medium,Ricardo Vaz Tê,70
Medium,Jone Samuelsen,70
Medium,Domi Kumbela,70
Medium,Antonio Rosati,69
Medium,Marcin Wasilewski,70
Medium,Arkadiusz Malarz,70
Medium,Cosmin Moţi,70
Medium,Dmitriy Loskov,70
Medium,Vesga,70
Medium,Dani Giménez,70
Medium,Lopez Garai,70
Medium,Pedro Ríos,70
Medium,Mora,70
Medium,Ahmet Şahin,70
Medium,Christian Schwegler,70
Medium,Gustavo Lorenzetti,70
Medium,Carlos Araujo,70
Medium,Johnny Thomsen,70
Medium,Blagoy Georgiev,70
Medium,Michael Kightly,70
Medium,Jake Buxton,70
Medium,Moreno,70
Medium,Aarón Galindo,70
Medium,Juan Pablo Rodríguez,70
Medium,André Bikey,70
Medium,Joleon Lescott,70
Medium,David Rozehnal,70
Medium,Lloyd Sam,70
Medium,Jesper Jørgensen,70
Medium,Mickaël Chrétien,70
Medium,Ludovic Obraniak,70
Medium,Simone Rizzato,70
Medium,Francesco Benussi,70
Medium,Georgios Samaras,70
Medium,Jürgen Gjasula,70
Medium,Walter Bressan,70
Medium,Bogdan Lobonţ,70
Medium,Lee Jung Soo,70
Medium,Pablo Ignacio Calandria,70
Medium,Thomas Sørensen,70
Medium,Damien Perquis,70
Medium,Anders Lindegaard,70
Medium,Rasmus Würtz,70
Medium,Abdullah Durak,70
Medium,Stephan Andersen,70
Medium,Filip Daems,70
Medium,Özgür Çek,70
Medium,Andrea Mantovani,70
Medium,Michael Agazzi,70
Medium,Steven Whittaker,70
Medium,Alexander Walke,70
Medium,Boubacar Barry,70
Medium,Carlos Valencia,70
Medium,Nino,70
Medium,Borja Fernández,70
Medium,Cifuentes,70
Medium,Bram Castro,70
Medium,Federico Agliardi,70
Medium,Michael Langer,70
Medium,Chris Burke,70
Medium,Markus Feulner,70
Medium,Kris Commons,70
Medium,Lee Camp,70
Medium,Gary O'Neil,70
Medium,Alain Rochat,70
Medium,Cédric Varrault,70
Medium,Julio Álvarez,70
Medium,Philippe Senderos,70
Medium,Karim Ziani,70
Medium,Morten Rasmussen,70
Medium,DaMarcus Beasley,70
Medium,Dorus de Vries,70
Medium,Dean Whitehead,70
Medium,Clint Hill,70
Medium,Luke Steele,70
Medium,Aaron Hughes,70
Medium,Paul Robinson,70
Medium,Vítor Silva,70
Medium,Matt Gilks,70
Medium,Diederik Boer,70
Medium,Manu Herrera,70
Medium,Valeriy Luchkevych,69
Medium,David Guzman,69
Medium,Artur Jorge,69
Medium,Roberto Soira,69
Medium,Renato Rochela,69
Medium,Enaldo Paneira,69
Medium,Ever Sineiro,69
Medium,Paulo Daineiro,69
Medium,Vinicius Trieiro,69
Medium,Daniel Mestrança,69
Medium,Cristian González,69
Medium,Imanol García,69
Medium,Andrija Balic,69
Medium,Bryan Cabezas,69
Medium,Diego Godoy,69
Medium,Bojan Nastić,69
Medium,Ghislain Konan,69
Medium,Gelson Dala,69
Medium,Evans Kangwa,69
Medium,Manuel Lazzari,69
Medium,Matúš Bero,69
Medium,José Aja,69
Medium,Panagiotis Retsos,69
Medium,Sebastián Hernández,69
Medium,João Amaral,69
Medium,João Talocha,69
Medium,Pedro Rebocho,69
Medium,Renan Diniz,69
Medium,Domingos Duarte,69
Medium,Caro,69
Medium,Jair Amador,69
Medium,Andrey Malykh,69
Medium,Django Warmerdam,69
Medium,Fábio China,69
Medium,David Carmona,69
Medium,Akram Afif,69
Medium,Odriozola,69
Medium,Ranteiro Alves,69
Medium,Sandeiro Leal,69
Medium,Caio Tafarell,69
Medium,Peter Torreiro,69
Medium,Caio Padricio,69
Medium,Matos,69
Medium,Ahmed Duiedar,69
Medium,Noah Joel Sarenren Bazee,69
Medium,Petar Brlek,69
Medium,Ryota Oshima,69
Medium,Shintaro Kurumaya,69
Medium,Aleñà,69
Medium,Garrido,69
Medium,Rodrigo Aliendro,69
Medium,Naomichi Ueda,69
Medium,Franco Sbuttoni,69
Medium,Daiki Niwa,69
Medium,Yoshifumi Kashiwa,69
Medium,Takahiro Sekine,70
Medium,Kubilay Kanatsızkuş,69
Medium,Ronald Matarrita,69
Medium,Jhonier Viveros,69
Medium,Lato,69
Medium,Keegan Rosenberry,69
Medium,Saman Ghoddos,69
Medium,Rodrigo,69
Medium,Andraž Šporar,69
Medium,Landry Dimata,69
Medium,Curro Sánchez,69
Medium,Edis Ibargüen,69
Medium,João Carvalho,69
Medium,Kelvin Amian Adou,69
Medium,Alexander Hack,69
Medium,Ludovic Blas,69
Medium,Hauke Wahl,69
Medium,Sandro Maceira,69
Medium,Prazeracinho,69
Medium,Roldão Riso,69
Medium,Igor Madinha,69
Medium,Emidio Hoffman,69
Medium,Flávio Rebeilo,69
Medium,Jonaldo Monteiro,69
Medium,Ailton Cardenhas,69
Medium,Emu Teixeira,69
Medium,Rômulão Selva,69
Medium,Antonaldo Laforte,69
Medium,Alson Botelho,69
Medium,Marlinito Dias,69
Medium,Paulo Fajarda,69
Medium,Jaimosa Cavaco,69
Medium,Carvamelinho,69
Medium,Luciano Cacheira,69
Medium,Dejan Drazic,69
Medium,Aldo Kalulu,69
Medium,Rajko Brežančić,69
Medium,Fernando Luna,69
Medium,Ben Chilwell,69
Medium,Nando,69
Medium,Anderson Lopes,69
Medium,André Bukia,69
Medium,Óscar Pinchi,69
Medium,Dimitrios Goutas,69
Medium,Gerard Valentín,69
Medium,Waldemar Anton,69
Medium,Jean Meneses,69
Medium,Cris Martinez,69
Medium,Charilaos Charisis,69
Medium,Jonathan Benítez,69
Medium,Hicham Faik,69
Medium,Christian Rivera,69
Medium,Víctor Guzmán,69
Medium,Yohan Boli,69
Medium,Edu Machado,69
Medium,Nili Perdomo,69
Medium,Jason Berthomier,69
Medium,Clayton Daniels,69
Medium,Tomislav Mrčela,69
Medium,Aitor Buñuel,69
Medium,Oussama Idrissi,69
Medium,Frenkie de Jong,69
Medium,Gerrit Holtmann,69
Medium,Raphael Guzzo,69
Medium,David Ivan,69
Medium,Cristian Techera,69
Medium,Brian Oliván,69
Medium,Alexis Castro,69
Medium,Boban Jović,69
Medium,Eloge Koffi Yao Guy,69
Medium,Isaac Mbenza,69
Medium,Suleiman Abdullahi,69
Medium,Rodrigo Bentancur,69
Medium,Daniel Álvarez,69
Medium,Jerry Ortiz,69
Medium,Juan Camilo Roa,69
Medium,Carlos Ibargüen,69
Medium,Tim Parker,69
Medium,Santiago Rosales,69
Medium,Max Christiansen,69
Medium,Bart Nieuwkoop,69
Medium,Jonathan Galván,69
Medium,Pablo Campodónico,69
Medium,Christian,69
Medium,Younes Namli,69
Medium,Alejandro Romero Gamarra,69
Medium,Xavier,69
Medium,Jeisson Vargas,69
Medium,Marcelo Hermes,69
Medium,Freddy Salazar,69
Medium,Mahmoud Hassan,69
Medium,Mikkel Duelund,69
Medium,Justin Eilers,69
Medium,Saša Živec,69
Medium,Dylan Bahamboula,69
Medium,Abdou Diallo,69
Medium,Mario Pineida,69
Medium,Dominic Solanke,69
Medium,Obbi Oularé,69
Medium,Kasey Palmer,69
Medium,Rolando Mandragora,69
Medium,Sebastián Salazar,69
Medium,Edson Farias,69
Medium,Rivaldo Coetzee,69
Medium,Daniel Ndi,69
Medium,Jorge Sáenz,69
Medium,Gianluca Gaudino,69
Medium,Stéphane Sparagna,69
Medium,Yan Junling,69
Medium,Rafael Páez,69
Medium,Walter Bou,71
Medium,Ertuğrul Ersoy,69
Medium,Thabo Qalinge,69
Medium,Víctor Salazar,69
Medium,Moussa Doumbia,69
Medium,Joan Jordán,69
Medium,Nicolò Barella,69
Medium,Mariano Barbieri,69
Medium,Yoann Barbet,69
Medium,Jordy de Wijs,69
Medium,Henry Martín,69
Medium,Querol,69
Medium,David Depetris,69
Medium,Marvin Schwäbe,69
Medium,Dimitris Kolovos,69
Medium,Vasco Rocha,69
Medium,Eguaras,69
Medium,Rajko Rotman,69
Medium,Rolando García Guerreño,69
Medium,Erkan Kaş,69
Medium,Vedat Muriqi,69
Medium,Fede,69
Medium,Leart Paqarada,69
Medium,Alexandre Mendy,69
Medium,Reziuan Mirzov,69
Medium,Evgeniy Konyukhov,69
Medium,Erdem Özgenç,69
Medium,Jorge Díaz,69
Medium,Rubén Cruz,69
Medium,Ádám Lang,69
Medium,Anthony Briançon,69
Medium,Kadir Keleş,69
Medium,Emre Güral,69
Medium,Paul Gladon,69
Medium,Daler Kuzyaev,69
Medium,Leonardo Morosini,69
Medium,João Teixeira,69
Medium,Chadrac Akolo,69
Medium,Nélson Monte,69
Medium,Morten Thorsby,69
Medium,Grant Ward,69
Medium,Mario Risso,69
Medium,Teddy Bishop,69
Medium,Richie Marquez,68
Medium,Uroš Vitas,69
Medium,Valentin Lavigne,69
Medium,Yairo Moreno,69
Medium,Ewandro,69
Medium,Minhoca,69
Medium,Jacob Rinne,69
Medium,Jair Palacios,69
Medium,Jhony Cano,69
Medium,Luis Tipton,69
Medium,Carlos Espinosa,69
Medium,Théo Pellenard,69
Medium,Jorge Correa,69
Medium,Guille Donoso,69
Medium,Antonio-Mirko Čolak,69
Medium,Ivan Vargić,69
Medium,Ailton,69
Medium,Facundo Monteseirín,69
Medium,Jamal Abdullah Ba Jandouh,69
Medium,James Okwuosa,69
Medium,Abdul Ajagun,69
Medium,Felipe Nicolás Avenatti,69
Medium,Nicolás Canales,69
Medium,Guillermo Varela,69
Medium,Naser Aliji,69
Medium,Alex Ferrari,69
Medium,Franco Bellocq,69
Medium,Ebenezer Assifuah,69
Medium,Oumar Diakhité,69
Medium,Ethan Horvath,69
Medium,Cédric Hountondji,69
Medium,Lorenzo Gordinho,69
Medium,Francesco Zampano,69
Medium,Cristián Cuevas,69
Medium,Steven Fortès,69
Medium,Fred Friday,69
Medium,Jaílson,69
Medium,Rodrigo Erramuspe,69
Medium,Fahed Al Berahim,69
Medium,Dhurgham Ismail,69
