Name,Pace,Acceleration,Speed
Johannes Wurtz,70.5,74,67
Waleed Bakhashwain,73.5,74,73
Yroundu Musavu-King,55.0,55,55
Julian Jeanvier,72.0,72,72
Ayanda Gcaba,72.0,73,71
Andrés Cadavid,37.0,41,33
Barrie McKay,88.5,90,87
Stefano Magnasco,78.5,80,77
Mattheus Oliveira,68.5,68,69
Bruninho,75.5,78,73
Rodéric Filippi,33.5,31,36
Bart van Hintum,67.0,69,65
Bram van Polen,74.5,74,75
Nicolas Saint-Ruf,70.5,68,73
Simon Hedlund,90.5,91,90
Abdulmajeed Al Ruwaili,69.5,71,68
Joel Silva,44.5,46,43
Mandé Sayouba,43.5,47,40
Ahmad Hassan Assiri,62.0,61,63
Hussain Omar Sulaimani,68.5,65,72
Mickey van der Hart,42.0,41,43
Cosmin Matei,80.0,82,78
Enrico Valentini,75.0,76,74
Rubén Sobrino,80.0,79,81
Axel Ngando,70.0,74,66
Rafidine Abdullah,65.0,66,64
Pierre-Yves Polomat,78.5,78,79
Thomas Eisfeld,70.5,74,67
Abel Camará,71.0,66,76
Brian Behrendt,65.5,65,66
Steeve Yago,72.0,73,71
Mike Havenaar,62.0,55,69
Giannis Gianniotas,81.5,83,80
Digão,72.5,72,73
Mohamed Yattara,79.0,76,82
Adam Webster,71.5,71,72
Jere Uronen,71.0,73,69
Tadanari Lee,72.0,84,60
Mario Sampirisi,69.0,69,69
Jamie Walker,85.0,86,84
Yunis Abdelhamid,49.5,55,44
Joseph Lopy,68.5,69,68
Yussif Raman Chibsah,70.0,73,67
Bryan Verboom,77.5,78,77
Vieux Yakhya Sané,66.0,63,69
Nicolaj Thomsen,66.0,69,63
Nathaniel Chalobah,70.0,72,68
Alexander Ring,79.5,82,77
Ryan Woods,81.5,85,78
Ousmane Dramé,91.0,92,90
Raffaele Pucino,73.5,74,73
Luís Martins,70.5,71,70
Nouha Dicko,90.0,90,90
Luka Krajnc,65.5,66,65
Yohan Croizet,75.5,77,74
André Micael,61.0,60,62
Michael Krmenčík,75.0,73,77
Martin Pušić,68.5,66,71
Benedikt Röcker,47.5,45,50
Kemar Roofe,81.5,82,81
Massimo Luongo,74.0,73,75
David Ferreiro,88.0,89,87
Cristian Ramírez,81.0,83,79
Paulo Gazzaniga,64.0,63,65
Guillermo,75.0,75,75
Ruíz de Galarreta,65.0,64,66
Diego Oliveira,57.0,55,59
Ricardo Dias,51.5,51,52
Moritz Bauer,80.5,77,84
Todd Kane,77.5,77,78
Duvier Riascos,79.5,76,83
Vadillo,88.5,88,89
Nildo Petrolina,86.5,87,86
Grant Hall,66.0,67,65
Joãozinho,75.0,78,72
Afonso Taira,67.0,69,65
Rafael Lopes,60.5,67,54
Davy Roef,50.5,53,48
Cuco Martina,73.0,72,74
Patrick Bauer,36.0,40,32
Lobato,74.5,75,74
Dani Nieto,84.5,84,85
Bouna Sarr,79.0,76,82
Jakub Kosecki,92.0,93,91
Bernardo Cruz,45.0,34,56
Fede Vico,78.5,83,74
Florian Raspentino,74.0,74,74
Zinho Gano,65.5,62,69
Sékou Sanogo,71.0,80,62
Gerard Badía,78.0,76,80
Yoann Touzghar,74.0,72,76
Felipe Seymour,71.5,74,69
Fernando Meneses,78.0,77,79
Ahmad Benali,77.0,78,76
Kijera,69.0,69,69
Irureta,34.5,35,34
George Maluleka,76.5,78,75
Quentin Martinus,86.5,81,92
Stuart Dallas,72.0,73,71
Sammy Ameobi,81.0,77,85
Alhassane Bangoura,86.0,86,86
Tommie Hoban,56.0,55,57
Anouar Kali,66.0,65,67
Andrey Galabinov,59.0,63,55
Nenê Bonilha,73.0,78,68
Marcel Franke,51.0,47,55
Lee Jong Ho,71.0,71,71
Sin Jin Ho,57.0,63,51
David Mitov Nilsson,30.5,31,30
Christoffer Nyman,83.5,84,83
Cornel Râpă,70.5,70,71
Lloyd Palun,72.5,70,75
Josh Risdon,77.5,78,77
Daryl Horgan,86.0,85,87
Nadson,50.5,50,51
Igor Coronado,74.0,75,73
Esmael,72.5,68,77
Apostolos Vellios,63.0,62,64
Giorgi Chanturia,77.5,80,75
Navarone Foor,80.0,84,76
Patric,49.0,49,49
Ernest Asante,94.5,94,95
Park Gi Dong,63.5,64,63
Muralha,67.5,67,68
Perry Kitchen,66.0,70,62
Fabian Bordagaray,73.0,71,75
Abdul Khalili,64.5,66,63
Emil Bergström,64.5,63,66
Loïck Landre,65.5,53,78
Akihiro Ienaga,81.0,82,80
Mats Møller Dæhli,75.0,77,73
Noë Dussenne,48.5,50,47
César Quintero,76.5,80,73
Mihály Korhut,74.5,75,74
Denys Kulakov,76.5,74,79
Matt Doherty,74.5,74,75
Fernández,87.5,87,88
Kenny McLean,72.0,74,70
Liam Boyce,70.5,70,71
Michal Ďuriš,74.0,72,76
Michał Kucharczyk,88.5,87,90
Elvis Manu,89.5,88,91
Sven Schipplock,69.0,67,71
Jordan Obita,79.5,79,80
Mejías,60.0,62,58
Soner Aydoğdu,67.0,66,68
Steven Skrzybski,85.0,85,85
Igor Portnyagin,75.5,74,77
Michał Żyro,77.0,75,79
Tendayi Darikwa,89.0,87,91
Youness Mokhtar,76.0,78,74
Nicolai Larsen,43.5,39,48
Roly Bonevacia,78.0,80,76
Johan Kappelhof,70.5,67,74
Colin Coosemans,43.0,43,43
Danilo,83.0,82,84
Waldemar Sobota,88.5,87,90
Sebastian Neumann,52.5,50,55
Marcin Kamiński,76.0,74,78
Rilwan Hassan,83.0,82,84
Hiram Mier,68.0,66,70
Ezequiel Cirigliano,72.0,75,69
Jerson Cabral,81.5,85,78
Connor Goldson,71.5,71,72
Jordi Masip,60.0,55,65
Alexandre Letellier,39.0,40,38
Konstantinos Lamprou,44.0,44,44
Miquel Nelom,77.5,80,75
Enes Sağlik,67.0,71,63
Bryan Linssen,80.5,81,80
Şamil Çinaz,55.5,53,58
Mathias Wittek,61.5,54,69
Arsen Khubulov,71.5,75,68
Ermir Lenjani,78.5,78,79
Stefan Stangl,77.0,75,79
Kim Tae Hwan,90.5,91,90
Kim Bo Kyung,81.5,82,81
Antonio Caracciolo,66.0,67,65
Luke Brattan,68.5,68,69
Anton Tinnerholm,78.5,73,84
Viktor Prodell,69.5,71,68
Jonathan Mensah,68.0,65,71
Tyronne,75.5,77,74
Simone Benedetti,66.0,64,68
Jan Hochscheidt,72.5,73,72
Aday Benítez,75.5,74,77
Vinícius,76.5,76,77
Kévin Bérigaud,73.5,72,75
Romain Amalfitano,66.5,67,66
Jorge Zárate,86.0,84,88
Rodri,80.0,82,78
Daniel Bentley,44.5,46,43
Matěj Vydra,83.5,83,84
Tim Ream,64.5,64,65
Germán,58.5,57,60
Rodrigo Rojas,67.5,70,65
Alessandro Bernardini,65.0,58,72
Pichu Atienza,46.5,43,50
Esteban Alvarado,51.5,51,52
Dan Burn,38.5,34,43
Justin Morrow,76.0,74,78
Ivan Paurević,49.5,49,50
Hanyer Mosquera,49.0,47,51
Andrea Seculin,30.5,30,31
Gabriel Silva,77.5,77,78
Benjamin Leroy,34.0,34,34
Juan Agudelo,78.5,78,79
Emilio Izaguirre,72.5,72,73
Iñigo Pérez,68.0,69,67
Lukas Schmitz,69.5,67,72
Sam Winnall,78.5,79,78
Joao Rojas,92.0,93,91
Yaroslav Godzyur,41.5,45,38
Niccolò Giannetti,82.5,81,84
Juan Carlos,59.5,58,61
Danny Ward,77.5,77,78
Trujillo,60.0,59,61
Joris Delle,49.0,52,46
Marco Paixão,68.0,66,70
Andreas Weimann,84.0,84,84
Julian Börner,64.0,61,67
Thierry Moutinho,82.5,86,79
Jack Hunt,86.5,88,85
Pavel Yakovlev,77.0,78,76
Borja Viguera,67.5,67,68
Pedro Trigueira,45.0,45,45
Thorsten Schick,72.0,70,74
Kelvin Leerdam,71.5,72,71
Morcillo,55.0,52,58
Florin Bérenguer,82.5,82,83
Javi Lara,60.5,64,57
Nicolás Colazo,81.5,82,81
Galán,69.0,66,72
Karl Darlow,55.5,59,52
Ashley Richards,72.0,73,71
Chris Mavinga,78.0,74,82
Christopher Trimmel,81.5,77,86
Scott Malone,78.0,78,78
Jop van der Linden,35.0,39,31
Roderick,45.0,40,50
Patrick Schönfeld,73.0,68,78
Carlos David,61.0,62,60
Grzegorz Kuświk,77.0,70,84
Luis Miguel Rodríguez,71.0,72,70
Tongo Doumbia,72.5,69,76
Edgar Prib,77.5,77,78
Sebastian Polter,72.0,68,76
Gaëtan Charbonnier,33.0,32,34
Dany Nounkeu,78.5,78,79
Timo Perthel,80.5,84,77
Maxime Barthelmé,73.0,72,74
Héctor Rodas,51.5,47,56
Lennart Thy,77.5,77,78
Reinhold Yabo,78.5,81,76
Romaine Sawyers,69.5,70,69
Christopher Buchtmann,70.5,75,66
Gary Gardner,54.0,53,55
Miiko Albornoz,71.5,75,68
Adrian Stoian,74.0,70,78
Marco D'Alessandro,88.0,88,88
Luis Rodríguez,85.5,86,85
Mats Rits,60.5,67,54
Masahiko Inoha,54.5,57,52
Naif Ahmed Hazazi,75.0,73,77
Fabrice N'Sakala,84.0,83,85
Andreas Lambertz,70.5,73,68
Deni Alar,74.0,76,72
Khaleem Hyland,61.5,63,60
Abdisalam Ibrahim,72.0,73,71
Yazalde,72.5,71,74
Marco Silvestri,59.5,58,61
Jasmin Burić,30.0,30,30
Stefan Strandberg,67.0,65,69
Sandro Sirigu,86.0,84,88
Gastón Sauro,55.0,55,55
Ulises Dávila,76.0,77,75
Pedro Quiñonez,72.5,73,72
Graham Zusi,65.0,64,66
Mossa,74.0,75,73
Chris Pontius,69.0,69,69
Mateusz Cetnarski,76.0,82,70
Karim Laribi,79.0,79,79
Ruben Gabrielsen,70.5,66,75
Björn Bergmann Sigurðarson,77.5,76,79
Fredrik Semb Berge,59.5,51,68
Mario Fernández,48.5,46,51
Zargo Touré,71.5,68,75
Abdul Aziz Tetteh,63.5,64,63
Vito Wormgoor,37.0,34,40
Craig Noone,83.0,87,79
William Alves,59.5,52,67
Nikola Vujadinović,49.0,50,48
Erik Falkenburg,63.0,60,66
Paulo Miranda,62.5,64,61
Korey Smith,73.0,70,76
Tengarrinha,58.0,50,66
Abdoul Sissoko,68.0,67,69
Bengali-Fodé Koita,78.0,78,78
Andrea Rispoli,77.0,76,78
Rasmus Jönsson,68.5,69,68
Simone Colombi,40.0,45,35
Ryan Jack,71.5,70,73
Aron Gunnarsson,67.0,65,69
Jamie Murphy,83.0,84,82
Sercan Sararer,81.5,81,82
Sandaza,48.5,46,51
Gaëtan Belaud,73.5,72,75
Samuel Geoffroy Camille,88.0,87,89
Derrick Katuku Tshimanga,86.0,85,87
Xumetra,83.0,80,86
Aaron Meijers,74.5,74,75
Andrea Catellani,78.5,85,72
William Rémy,75.5,75,76
Vincent Sasso,51.5,49,54
Vincent Rüfli,77.0,80,74
Thomas Kaminski,51.0,47,55
Georgios Galitsios,72.5,72,73
Pierrick Valdivia,62.0,64,60
Ante Budimir,61.5,55,68
Emmanuel Rivière,75.5,77,74
Roberto Gutiérrez,67.0,67,67
Felipe,58.0,54,62
Luis Ibáñez,80.5,79,82
Manu Barreiro,56.0,55,57
Maciej Dąbrowski,53.5,55,52
Diallo Guidileye,68.5,67,70
Marcus Olsson,81.5,83,80
Emir Kujović,54.0,51,57
Mervan Çelik,76.5,77,76
George Corral,74.5,74,75
Sergey Parshivlyuk,75.5,75,76
Kirill Kombarov,71.5,71,72
Keirrison,66.5,67,66
Guillermo Molins,66.0,65,67
Miguel Ponce,72.0,69,75
Oswaldo Alanís,53.5,51,56
Javier Cortés,74.5,74,75
Omar Merlo,54.5,53,56
Jacob Butterfield,60.5,66,55
Fabián Monzón,76.5,76,77
Anton Putsila,70.5,72,69
Manucho,60.5,52,69
Óscar Rojas,77.5,76,79
Gevorg Ghazaryan,69.5,72,67
Luke Ayling,67.5,67,68
Federico Macheda,70.5,68,73
Jordon Mutch,67.0,65,69
Nicklas Bärkroth,86.0,90,82
Vincenzo Fiorillo,39.0,36,42
Massimo Volta,58.5,55,62
Johnny Russell,82.5,83,82
Charles,75.0,73,77
Nejmeddin Daghfous,83.5,88,79
Jorge Villafaña,77.0,77,77
Go Yo Han,80.0,78,82
Gabriele Perico,70.5,68,73
Raffaele Bianco,71.0,72,70
Jay Emmanuel-Thomas,75.0,74,76
Funso Ojo,70.5,73,68
Nill De Pauw,71.5,68,75
Licá,75.5,76,75
Teddy Chevalier,78.5,80,77
Héctor Verdés,42.5,42,43
Alexander Grünwald,67.0,67,67
Robert Tesche,67.0,67,67
Jens Grahl,44.5,41,48
David Pollet,67.0,65,69
Georges Mandjeck,68.5,70,67
Anthony Weber,28.5,25,32
Cris,66.0,65,67
Shaleum Logan,80.5,80,81
Oier,44.0,45,43
Wolfgang Hesl,38.0,36,40
Sébastien Bruzzese,55.5,58,53
Thorsten Kirschbaum,27.0,24,30
Daniel Gordon,54.0,55,53
Kermit Erasmus,78.5,81,76
Martin Männel,48.0,52,44
Paulo,70.0,68,72
Kosta Barbarouses,89.0,88,90
Djamel Bakar,78.0,78,78
François Bellugou,49.5,49,50
Karim Aït-Fana,72.0,73,71
Alex Wilkinson,43.0,42,44
Sotiris Ninis,67.0,71,63
Larrys Mabiala,49.5,51,48
Jakob Johansson,55.5,56,55
Tarek Elrich,79.0,78,80
Dinei,51.0,55,47
Tobias Levels,65.0,63,67
William,77.0,75,79
Jermaine Beckford,78.0,80,76
Happy Jele,73.0,73,73
Brecht Capon,73.0,73,73
Robbie Rogers,78.0,77,79
Adel Taarabt,66.5,68,65
Nuno André Coelho,36.5,39,34
Robert Acquafresca,68.0,68,68
Luigi Vitale,77.0,79,75
Tamás Priskin,64.5,66,63
Yoni Buyens,66.0,65,67
Karim Matmour,72.0,73,71
Gabriel Obertan,83.0,87,79
Pär Hansson,40.0,41,39
Łukasz Broź,72.0,73,71
Bellvis,79.5,78,81
Julian Schuster,43.0,41,45
Stephan Fürstner,62.0,69,55
Dimitar Rangelov,54.0,53,55
Adam Bodzek,53.5,54,53
Robert Strauß,77.0,78,76
Antony Robic,70.5,71,70
Adam Rooney,63.5,62,65
Luis Pedro Figueroa,75.0,75,75
Marcus Pedersen,72.5,75,70
Edwin Valencia,51.0,53,49
Jorge Bava,40.5,41,40
Filipe Gonçalves,53.5,52,55
Pablo Escobar,68.0,66,70
Jung Sung Ryong,45.0,41,49
Tomané,70.0,66,74
Tom De Sutter,52.5,47,58
Filip Hološko,75.0,74,76
Didier Ovono Ebang,60.5,63,58
Sam Baldock,82.5,81,84
Rhys Williams,65.0,63,67
Stephen Quinn,71.0,74,68
Jason Pearce,48.5,43,54
Tom Clarke,62.5,59,66
Giles Barnes,79.0,75,83
Marco Knaller,42.5,41,44
Máyor,52.5,52,53
Manolo Reina,56.5,54,59
Esteban Dreer,34.5,35,34
Mahamadou N'Diaye,59.0,55,63
Lewis Grabban,78.5,79,78
Brett Pitman,64.5,64,65
Claudio Bieler,73.0,76,70
Baptiste Martin,58.5,53,64
Jonathan Pereira,83.0,84,82
David Fuster,65.0,67,63
Juan Carlos,53.0,52,54
Edgar Castillo,82.0,83,81
Nicola Belmonte,66.5,68,65
Francis N'Ganga,76.0,76,76
Yann Kermorgant,48.0,53,43
Scott Golbourne,76.5,77,76
Stephen Gleeson,67.0,65,69
Ben Turner,58.0,51,65
Jacques Maghoma,84.0,86,82
Jonathan Grounds,70.5,69,72
Lee Peltier,69.5,72,67
Joe Garner,76.5,76,77
Armand Traoré,85.5,86,85
Luke Freeman,78.0,78,78
Edgar Manucharyan,78.0,81,75
Hedwiges Maduro,36.5,40,33
Damien Perrinelle,54.0,54,54
Vladimir Stojković,54.0,55,53
Pedro Júnior,83.0,75,91
Matthew Connolly,65.5,64,67
Alexandr Ryazantsev,68.5,73,64
Ivan Taranov,67.0,67,67
Adrián Aldrete,76.0,74,78
Simon Vukčević,68.0,68,68
Yang Dong Hyen,54.5,47,62
Rafał Murawski,51.5,49,54
Didier Digard,54.0,55,53
Cédric Cambon,61.0,54,68
Florian Marange,53.5,55,52
Jack Hobbs,54.5,56,53
Sebastian Freis,74.0,71,77
Thomas Kristensen,60.0,62,58
Will Johnson,72.5,73,72
Andrea Coda,53.0,52,54
Nereo Champagne,38.0,40,36
Emiliano Armenteros,66.0,65,67
Jonathan Spector,72.5,70,75
Kazuhiko Chiba,56.0,56,56
Ghislain Gimbert,63.0,63,63
Emmanuel Culio,61.0,59,63
Marco Zambelli,69.0,69,69
Gerardo Rodríguez,67.5,68,67
Philipp Tschauner,42.0,38,46
William Kvist,55.5,55,56
Markus Steinhöfer,68.0,69,67
Efraín Velarde,72.5,73,72
Christian Giménez,54.5,54,55
Rasmus Lindgren,42.5,50,35
Marcos González,32.0,31,33
Antonio Nocerino,66.5,64,69
Edson Braafheid,67.5,67,68
Yuki Abe,55.0,65,45
Francisco Rodríguez,48.0,47,49
Matthew Mills,52.5,51,54
Stephen Henderson,40.0,46,34
Carl Ikeme,46.5,48,45
Vincent Gragnic,57.0,59,55
Chris Cohen,52.0,54,50
Ricardo Vaz Tê,77.0,77,77
Jone Samuelsen,66.0,68,64
Domi Kumbela,77.0,77,77
Antonio Rosati,31.5,32,31
Marcin Wasilewski,37.0,30,44
Arkadiusz Malarz,24.0,25,23
Cosmin Moţi,64.5,66,63
Dmitriy Loskov,44.5,41,48
Vesga,57.5,56,59
Dani Giménez,33.0,34,32
Lopez Garai,36.0,41,31
Pedro Ríos,52.5,51,54
Mora,51.5,53,50
Ahmet Şahin,22.0,21,23
Christian Schwegler,75.0,75,75
Gustavo Lorenzetti,73.0,75,71
Carlos Araujo,72.0,81,63
Johnny Thomsen,69.5,64,75
Blagoy Georgiev,54.5,54,55
Michael Kightly,76.5,77,76
Jake Buxton,50.0,48,52
Moreno,49.0,45,53
Aarón Galindo,33.5,33,34
Juan Pablo Rodríguez,49.5,52,47
André Bikey,74.5,74,75
Joleon Lescott,38.5,37,40
David Rozehnal,32.5,32,33
Lloyd Sam,76.5,75,78
Jesper Jørgensen,61.5,54,69
Mickaël Chrétien,68.5,70,67
Ludovic Obraniak,53.5,56,51
Simone Rizzato,88.5,90,87
Francesco Benussi,42.0,50,34
Georgios Samaras,76.0,76,76
Jürgen Gjasula,63.5,64,63
Walter Bressan,34.5,35,34
Bogdan Lobonţ,50.0,50,50
Lee Jung Soo,60.5,59,62
Pablo Ignacio Calandria,50.0,50,50
Thomas Sørensen,32.0,30,34
Damien Perquis,53.0,52,54
Anders Lindegaard,51.0,47,55
Rasmus Würtz,57.0,62,52
Abdullah Durak,72.5,74,71
Stephan Andersen,45.0,39,51
Filip Daems,40.0,42,38
Özgür Çek,77.0,76,78
Andrea Mantovani,56.5,62,51
Michael Agazzi,41.0,46,36
Steven Whittaker,66.0,66,66
Alexander Walke,35.5,38,33
Boubacar Barry,48.0,53,43
Carlos Valencia,85.5,84,87
Nino,61.0,63,59
Borja Fernández,43.0,41,45
Cifuentes,46.5,47,46
Bram Castro,35.5,37,34
Federico Agliardi,45.5,45,46
Michael Langer,31.5,31,32
Chris Burke,77.0,78,76
Markus Feulner,59.0,64,54
Kris Commons,56.5,58,55
Lee Camp,37.5,35,40
Gary O'Neil,54.0,54,54
Alain Rochat,68.0,66,70
Cédric Varrault,31.5,29,34
Julio Álvarez,56.0,54,58
Philippe Senderos,41.5,32,51
Karim Ziani,75.5,78,73
Morten Rasmussen,59.0,53,65
DaMarcus Beasley,80.5,81,80
Dorus de Vries,50.0,54,46
Dean Whitehead,58.5,64,53
Clint Hill,29.0,27,31
Luke Steele,50.5,50,51
Aaron Hughes,23.0,22,24
Paul Robinson,41.0,40,42
Vítor Silva,56.0,61,51
Matt Gilks,40.5,44,37
Diederik Boer,37.0,31,43
Manu Herrera,45.0,41,49
Valeriy Luchkevych,78.0,79,77
David Guzman,70.5,70,71
Artur Jorge,56.5,56,57
Roberto Soira,55.0,58,52
Renato Rochela,61.0,60,62
Enaldo Paneira,60.0,65,55
Ever Sineiro,74.0,78,70
Paulo Daineiro,85.5,86,85
Vinicius Trieiro,73.5,73,74
Daniel Mestrança,62.5,66,59
Cristian González,68.5,66,71
Imanol García,66.5,68,65
Andrija Balic,60.0,65,55
Bryan Cabezas,74.5,74,75
Diego Godoy,78.0,77,79
Bojan Nastić,71.5,73,70
Ghislain Konan,74.5,74,75
Gelson Dala,86.0,87,85
Evans Kangwa,91.0,91,91
Manuel Lazzari,83.5,84,83
Matúš Bero,77.0,77,77
José Aja,76.5,76,77
Panagiotis Retsos,71.5,70,73
Sebastián Hernández,65.0,60,70
João Amaral,82.0,81,83
João Talocha,68.5,66,71
Pedro Rebocho,71.5,73,70
Renan Diniz,62.0,64,60
Domingos Duarte,56.0,53,59
Caro,35.0,34,36
Jair Amador,63.5,62,65
Andrey Malykh,80.5,82,79
Django Warmerdam,71.5,73,70
Fábio China,70.5,68,73
David Carmona,77.5,75,80
Akram Afif,75.0,78,72
Odriozola,83.0,82,84
Ranteiro Alves,64.5,68,61
Sandeiro Leal,68.0,66,70
Caio Tafarell,65.0,66,64
Peter Torreiro,43.0,40,46
Caio Padricio,24.0,22,26
Matos,83.0,84,82
Ahmed Duiedar,67.5,69,66
Noah Joel Sarenren Bazee,87.5,86,89
Petar Brlek,73.0,78,68
Ryota Oshima,82.5,85,80
Shintaro Kurumaya,79.0,82,76
Aleñà,57.5,58,57
Garrido,49.5,46,53
Rodrigo Aliendro,79.5,80,79
Naomichi Ueda,68.0,66,70
Franco Sbuttoni,44.5,51,38
Daiki Niwa,46.0,45,47
Yoshifumi Kashiwa,85.5,88,83
Takahiro Sekine,81.5,83,80
Kubilay Kanatsızkuş,65.5,65,66
Ronald Matarrita,85.5,86,85
Jhonier Viveros,76.5,80,73
Lato,75.5,76,75
Keegan Rosenberry,77.0,78,76
Saman Ghoddos,84.5,88,81
Rodrigo,56.0,55,57
Andraž Šporar,74.0,76,72
Landry Dimata,81.5,83,80
Curro Sánchez,66.5,69,64
Edis Ibargüen,74.0,70,78
João Carvalho,77.5,80,75
Kelvin Amian Adou,73.0,73,73
Alexander Hack,71.0,67,75
Ludovic Blas,77.0,86,68
Hauke Wahl,59.0,55,63
Sandro Maceira,71.5,70,73
Prazeracinho,73.5,74,73
Roldão Riso,67.0,68,66
Igor Madinha,63.0,64,62
Emidio Hoffman,53.5,51,56
Flávio Rebeilo,81.0,79,83
Jonaldo Monteiro,74.5,75,74
Ailton Cardenhas,23.5,19,28
Emu Teixeira,80.0,86,74
Rômulão Selva,81.5,82,81
Antonaldo Laforte,64.0,63,65
Alson Botelho,63.0,67,59
Marlinito Dias,55.5,53,58
Paulo Fajarda,53.5,65,42
Jaimosa Cavaco,74.5,74,75
Carvamelinho,69.0,63,75
Luciano Cacheira,31.0,29,33
Dejan Drazic,75.5,77,74
Aldo Kalulu,90.5,91,90
Rajko Brežančić,75.5,74,77
Fernando Luna,74.0,71,77
Ben Chilwell,80.0,82,78
Nando,78.5,78,79
Anderson Lopes,85.5,85,86
André Bukia,77.5,78,77
Óscar Pinchi,68.5,69,68
Dimitrios Goutas,61.0,55,67
Gerard Valentín,91.5,92,91
Waldemar Anton,55.5,47,64
Jean Meneses,87.5,85,90
Cris Martinez,82.5,83,82
Charilaos Charisis,63.5,67,60
Jonathan Benítez,79.5,79,80
Hicham Faik,63.5,63,64
Christian Rivera,57.0,56,58
Víctor Guzmán,74.0,73,75
Yohan Boli,80.5,80,81
Edu Machado,68.0,65,71
Nili Perdomo,76.5,74,79
Jason Berthomier,67.5,67,68
Clayton Daniels,66.5,66,67
Tomislav Mrčela,50.5,49,52
Aitor Buñuel,78.5,80,77
Oussama Idrissi,82.5,83,82
Frenkie de Jong,69.0,70,68
Gerrit Holtmann,92.0,92,92
Raphael Guzzo,65.5,66,65
David Ivan,72.0,73,71
Cristian Techera,79.5,82,77
Brian Oliván,70.5,67,74
Alexis Castro,77.5,78,77
Boban Jović,79.5,84,75
Eloge Koffi Yao Guy,67.5,66,69
Isaac Mbenza,80.5,80,81
Suleiman Abdullahi,80.0,80,80
Rodrigo Bentancur,64.5,64,65
Daniel Álvarez,86.5,86,87
Jerry Ortiz,75.5,77,74
Juan Camilo Roa,63.5,61,66
Carlos Ibargüen,74.5,74,75
Tim Parker,72.5,69,76
Santiago Rosales,80.0,77,83
Max Christiansen,59.5,55,64
Bart Nieuwkoop,78.0,79,77
Jonathan Galván,65.5,64,67
Pablo Campodónico,42.5,44,41
Christian,67.5,67,68
Younes Namli,73.5,74,73
Alejandro Romero Gamarra,83.5,85,82
Xavier,81.5,80,83
Jeisson Vargas,81.5,81,82
Marcelo Hermes,71.5,75,68
Freddy Salazar,83.5,87,80
Mahmoud Hassan,70.5,74,67
Mikkel Duelund,76.5,77,76
Justin Eilers,85.0,85,85
Saša Živec,78.0,77,79
Dylan Bahamboula,74.0,73,75
Abdou Diallo,68.0,67,69
Mario Pineida,74.5,73,76
Dominic Solanke,76.5,78,75
Obbi Oularé,73.0,68,78
Kasey Palmer,73.5,72,75
Rolando Mandragora,60.0,55,65
Sebastián Salazar,58.5,52,65
Edson Farias,83.0,87,79
Rivaldo Coetzee,73.0,75,71
Daniel Ndi,72.5,72,73
Jorge Sáenz,64.5,62,67
Gianluca Gaudino,60.5,66,55
Stéphane Sparagna,66.0,64,68
Yan Junling,43.5,44,43
Rafael Páez,47.5,45,50
Walter Bou,73.5,75,72
Ertuğrul Ersoy,63.5,65,62
Thabo Qalinge,79.0,80,78
Víctor Salazar,90.5,91,90
Moussa Doumbia,81.5,80,83
Joan Jordán,59.5,57,62
Nicolò Barella,77.0,75,79
Mariano Barbieri,76.5,77,76
Yoann Barbet,72.0,68,76
Jordy de Wijs,43.5,42,45
Henry Martín,76.5,77,76
Querol,88.5,88,89
David Depetris,68.0,67,69
Marvin Schwäbe,46.0,49,43
Dimitris Kolovos,72.5,75,70
Vasco Rocha,70.5,70,71
Eguaras,55.0,59,51
Rajko Rotman,67.0,66,68
Rolando García Guerreño,55.0,53,57
Erkan Kaş,75.5,76,75
Vedat Muriqi,70.0,68,72
Fede,69.0,67,71
Leart Paqarada,76.0,75,77
Alexandre Mendy,67.5,66,69
Reziuan Mirzov,72.5,72,73
Evgeniy Konyukhov,44.5,42,47
Erdem Özgenç,59.5,53,66
Jorge Díaz,86.0,87,85
Rubén Cruz,71.0,72,70
Ádám Lang,65.5,63,68
Anthony Briançon,60.0,66,54
Kadir Keleş,78.0,78,78
Emre Güral,65.5,65,66
Paul Gladon,65.5,65,66
Daler Kuzyaev,74.5,78,71
Leonardo Morosini,79.5,82,77
João Teixeira,77.0,77,77
Chadrac Akolo,82.0,80,84
Nélson Monte,60.0,58,62
Morten Thorsby,68.5,69,68
Grant Ward,81.5,81,82
Mario Risso,32.0,32,32
Teddy Bishop,76.0,76,76
Richie Marquez,85.0,86,84
Uroš Vitas,36.0,41,31
Valentin Lavigne,77.5,80,75
Yairo Moreno,79.5,77,82
Ewandro,78.0,77,79
Minhoca,68.5,71,66
Jacob Rinne,48.0,52,44
Jair Palacios,86.5,87,86
Jhony Cano,78.0,78,78
Luis Tipton,81.5,81,82
Carlos Espinosa,64.5,68,61
Théo Pellenard,70.0,72,68
Jorge Correa,77.0,79,75
Guille Donoso,79.0,77,81
Antonio-Mirko Čolak,66.0,65,67
Ivan Vargić,20.5,20,21
Ailton,77.0,78,76
Facundo Monteseirín,54.0,52,56
Jamal Abdullah Ba Jandouh,51.5,51,52
James Okwuosa,70.5,72,69
Abdul Ajagun,82.0,83,81
Felipe Nicolás Avenatti,62.0,58,66
Nicolás Canales,71.5,73,70
Guillermo Varela,81.5,84,79
Naser Aliji,85.0,84,86
Alex Ferrari,76.0,74,78
Franco Bellocq,68.5,69,68
Ebenezer Assifuah,87.0,84,90
Oumar Diakhité,50.0,49,51
Ethan Horvath,46.0,48,44
